refund_id,order_id,refund_amount,refund_date,refund_reason
616,19187,1633.0,2024-04-10,Quality Issue
617,281,523.13,2024-02-12,Quality Issue
618,10816,1229.74,2024-01-06,Payment Issue
619,16464,1564.23,2024-04-18,Payment Issue
620,8543,1730.91,2024-06-06,Delay
621,20710,1060.17,2024-01-14,Payment Issue
622,11694,908.11,2024-05-18,Payment Issue
623,7672,1178.54,2024-01-25,Payment Issue
624,21603,2396.68,2024-06-22,Payment Issue
625,9963,487.65,2024-05-28,Payment Issue
626,19449,233.93,2024-01-21,Payment Issue
627,18585,1038.18,2024-04-09,Quality Issue
628,4490,1196.15,2024-03-28,Delay
629,9198,2006.96,2024-05-22,Payment Issue
630,7841,2479.55,2024-03-05,Payment Issue
631,641,2084.49,2024-03-26,Delay
632,19988,661.66,2024-05-18,Payment Issue
633,16596,663.93,2024-06-11,Delay
634,23263,1769.46,2024-01-27,Quality Issue
635,13650,1032.15,2024-06-20,Quality Issue
636,19074,2057.28,2024-01-26,Quality Issue
637,6236,1998.46,2024-05-03,Delay
638,2860,1266.59,2024-03-08,Payment Issue
639,6558,1140.55,2024-02-13,Quality Issue
640,12464,1215.64,2024-06-24,Delay
641,3644,1352.59,2024-04-12,Payment Issue
642,4304,1234.69,2024-03-11,Payment Issue
643,16623,1686.59,2024-06-05,Quality Issue
644,20372,248.86,2024-05-07,Delay
645,4716,2018.42,2024-05-05,Quality Issue
646,2982,1672.52,2024-05-10,Delay
647,7628,1403.72,2024-05-04,Quality Issue
648,14650,1706.12,2024-06-19,Quality Issue
649,11076,1773.17,2024-01-15,Delay
650,24249,2444.32,2024-03-30,Payment Issue
651,7722,335.11,2024-06-07,Quality Issue
652,19907,415.25,2024-01-26,Payment Issue
653,19570,1539.24,2024-06-11,Delay
654,18427,749.38,2024-02-18,Delay
655,9993,2031.1,2024-02-12,Payment Issue
656,22528,2472.59,2024-05-02,Delay
657,6317,1226.49,2024-04-08,Delay
658,6601,1643.59,2024-06-20,Delay
659,24872,686.47,2024-04-26,Quality Issue
660,12219,1762.82,2024-01-09,Quality Issue
661,18747,1517.46,2024-05-26,Payment Issue
662,6434,1045.14,2024-02-01,Payment Issue
663,17211,357.57,2024-05-04,Quality Issue
664,21517,1122.79,2024-02-05,Quality Issue
665,11645,578.47,2024-03-31,Payment Issue
666,15005,1388.8,2024-03-16,Quality Issue
667,20792,1111.09,2024-04-19,Payment Issue
668,8083,566.41,2024-06-02,Delay
669,16307,2136.28,2024-03-14,Quality Issue
670,18675,1682.0,2024-05-14,Delay
671,8688,221.57,2024-03-15,Delay
672,24753,2441.26,2024-02-20,Delay
673,11728,1654.86,2024-05-08,Payment Issue
674,15756,1402.59,2024-05-03,Quality Issue
675,15397,1459.34,2024-06-09,Quality Issue
676,19043,1278.85,2024-02-02,Payment Issue
677,5672,1111.13,2024-03-08,Quality Issue
678,9579,1918.7,2024-04-20,Quality Issue
679,2620,666.09,2024-03-04,Payment Issue
680,17464,1798.4,2024-03-25,Delay
681,7686,1548.97,2024-02-18,Quality Issue
682,9713,1219.5,2024-03-08,Payment Issue
683,2196,1305.84,2024-04-23,Payment Issue
684,13422,1079.8,2024-02-15,Delay
685,10507,434.7,2024-02-09,Delay
686,753,1367.36,2024-06-25,Quality Issue
687,5200,2489.7,2024-06-19,Delay
688,24523,2119.01,2024-04-03,Delay
689,9964,615.77,2024-04-02,Delay
690,16993,1687.14,2024-04-14,Delay
691,4398,735.64,2024-06-13,Payment Issue
692,4937,1549.05,2024-03-16,Quality Issue
693,22092,832.89,2024-01-22,Payment Issue
694,2580,1635.8,2024-02-12,Payment Issue
695,22285,928.99,2024-03-23,Payment Issue
696,17184,2262.25,2024-06-13,Quality Issue
697,19783,727.83,2024-01-19,Payment Issue
698,5763,1847.53,2024-02-08,Delay
699,10211,1804.82,2024-03-30,Payment Issue
700,200,1383.14,2024-01-06,Quality Issue
701,9023,1037.14,2024-01-14,Payment Issue
702,1053,897.26,2024-02-15,Payment Issue
703,16328,1584.8,2024-05-04,Delay
704,14330,583.96,2024-06-09,Payment Issue
705,8519,1174.27,2024-05-02,Quality Issue
706,4385,2040.18,2024-02-05,Payment Issue
707,10169,897.15,2024-02-22,Payment Issue
708,18663,1075.1,2024-02-21,Payment Issue
709,6215,1281.32,2024-02-17,Payment Issue
710,16079,1627.44,2024-04-20,Delay
711,513,597.1,2024-01-09,Delay
712,1191,2192.31,2024-06-14,Delay
713,9332,1978.83,2024-02-14,Delay
714,16923,2122.5,2024-06-21,Delay
715,3943,1689.59,2024-04-22,Payment Issue
716,13036,2371.72,2024-05-26,Payment Issue
717,17976,1022.3,2024-06-10,Quality Issue
718,11611,1263.24,2024-01-31,Quality Issue
719,15790,1596.97,2024-06-12,Quality Issue
720,8317,692.42,2024-02-25,Quality Issue
721,1203,351.8,2024-04-05,Delay
722,1348,1157.43,2024-03-15,Delay
723,12245,616.42,2024-03-25,Payment Issue
724,12726,1226.66,2024-04-16,Payment Issue
725,15006,499.16,2024-02-22,Delay
726,9595,804.17,2024-06-05,Quality Issue
727,19911,1704.14,2024-03-08,Quality Issue
728,22260,511.89,2024-04-12,Delay
729,148,1857.77,2024-01-10,Quality Issue
730,17809,2181.57,2024-01-12,Delay
731,14761,1557.8,2024-03-27,Quality Issue
732,24608,2237.83,2024-01-24,Quality Issue
733,18332,1372.96,2024-02-15,Quality Issue
734,10742,2493.72,2024-01-24,Quality Issue
735,2534,948.52,2024-02-18,Payment Issue
736,17811,499.92,2024-04-04,Delay
737,1123,2093.77,2024-05-04,Delay
738,14480,368.54,2024-05-14,Quality Issue
739,21471,2218.76,2024-01-07,Payment Issue
740,22816,788.94,2024-03-08,Delay
741,4548,394.32,2024-06-14,Payment Issue
742,5552,1807.81,2024-06-09,Delay
743,21191,1519.48,2024-03-12,Quality Issue
744,8338,1299.19,2024-05-06,Quality Issue
745,5585,1647.9,2024-02-21,Quality Issue
746,8704,2030.61,2024-03-04,Payment Issue
747,3596,1839.44,2024-04-23,Payment Issue
748,22982,521.04,2024-01-28,Delay
749,9151,1114.25,2024-04-25,Delay
750,12045,812.21,2024-02-06,Payment Issue
751,23286,1933.17,2024-04-12,Delay
752,5046,1167.72,2024-01-13,Delay
753,19784,859.16,2024-04-17,Delay
754,23564,265.61,2024-01-29,Delay
755,14751,1892.53,2024-01-24,Quality Issue
756,7349,1509.26,2024-04-08,Quality Issue
757,11032,1668.78,2024-01-23,Delay
758,4535,770.26,2024-03-02,Delay
759,14333,1284.62,2024-03-05,Quality Issue
760,22185,533.26,2024-02-15,Quality Issue
761,6280,532.79,2024-03-08,Delay
762,9073,1299.94,2024-03-23,Quality Issue
763,3845,955.67,2024-06-15,Payment Issue
764,15547,1427.66,2024-06-13,Quality Issue
765,20392,568.49,2024-05-29,Quality Issue
766,19904,2265.88,2024-04-26,Delay
767,4564,959.5,2024-01-22,Delay
768,23301,486.9,2024-06-20,Quality Issue
769,16878,2437.69,2024-05-25,Quality Issue
770,8674,1317.98,2024-06-28,Payment Issue
771,24421,2028.22,2024-03-27,Quality Issue
772,13195,2235.98,2024-01-10,Payment Issue
773,7807,1959.83,2024-05-13,Payment Issue
774,11375,2076.41,2024-05-14,Delay
775,10017,1104.95,2024-01-08,Delay
776,6276,2418.19,2024-02-23,Quality Issue
777,4060,2328.45,2024-01-05,Quality Issue
778,8362,1981.45,2024-04-14,Quality Issue
779,13116,407.59,2024-01-18,Delay
780,12378,1878.28,2024-04-16,Quality Issue
781,19403,2067.29,2024-05-30,Payment Issue
782,7890,358.73,2024-02-04,Delay
783,21729,980.45,2024-03-20,Payment Issue
784,20312,993.07,2024-03-19,Delay
785,13530,836.85,2024-03-19,Quality Issue
786,21352,1301.75,2024-04-08,Quality Issue
787,5211,953.5,2024-01-23,Payment Issue
788,8966,746.39,2024-03-06,Delay
789,11407,326.11,2024-04-25,Delay
790,7086,1421.06,2024-04-15,Payment Issue
791,21029,1401.54,2024-03-02,Quality Issue
792,6761,725.73,2024-04-16,Quality Issue
793,1228,1963.77,2024-03-11,Delay
794,7511,1510.12,2024-06-05,Delay
795,18183,2139.53,2024-04-26,Quality Issue
796,17539,734.33,2024-03-31,Delay
797,9299,1159.81,2024-02-05,Quality Issue
798,11449,2331.75,2024-05-14,Payment Issue
799,12812,691.83,2024-04-03,Quality Issue
800,21605,1860.13,2024-01-05,Payment Issue
801,15286,1435.92,2024-06-11,Delay
802,4903,1880.6,2024-06-12,Quality Issue
803,10329,2388.07,2024-05-05,Delay
804,23808,2263.19,2024-02-07,Quality Issue
805,18716,2368.61,2024-02-28,Payment Issue
806,21918,1613.2,2024-01-04,Delay
807,1730,1691.48,2024-04-13,Delay
808,1337,2343.22,2024-01-22,Delay
809,14273,778.24,2024-05-29,Payment Issue
810,19824,1904.29,2024-02-15,Payment Issue
811,21631,2378.78,2024-03-05,Payment Issue
812,19190,981.52,2024-01-28,Quality Issue
813,3170,1403.88,2024-06-26,Quality Issue
814,18917,693.29,2024-03-02,Quality Issue
815,19743,2118.42,2024-06-02,Payment Issue
816,16028,1312.14,2024-01-24,Payment Issue
817,24498,1769.52,2024-02-13,Delay
818,14360,1783.52,2024-06-04,Quality Issue
819,3303,1771.75,2024-04-23,Delay
820,1289,1633.0,2024-01-19,Quality Issue
821,2875,2356.27,2024-06-13,Delay
822,7202,263.32,2024-06-10,Quality Issue
823,5860,2481.27,2024-01-12,Delay
824,10991,2483.79,2024-05-27,Delay
825,7222,1189.57,2024-03-21,Delay
826,17453,668.76,2024-06-29,Quality Issue
827,19832,1590.3,2024-03-18,Payment Issue
828,9110,2240.21,2024-05-23,Delay
829,21222,888.66,2024-05-17,Delay
830,22322,2129.58,2024-06-13,Quality Issue
831,23870,1885.59,2024-02-15,Delay
832,14511,1023.91,2024-06-03,Payment Issue
833,6922,870.98,2024-03-03,Payment Issue
834,3051,1960.79,2024-06-03,Quality Issue
835,23295,1677.59,2024-01-25,Payment Issue
836,13003,986.77,2024-04-22,Payment Issue
837,23307,2263.92,2024-01-18,Delay
838,18839,213.77,2024-05-23,Payment Issue
839,313,2036.8,2024-05-17,Payment Issue
840,15539,1199.05,2024-05-03,Payment Issue
841,2752,1929.99,2024-03-07,Delay
842,22099,1259.94,2024-06-06,Quality Issue
843,15940,1769.56,2024-04-07,Delay
844,20666,1942.76,2024-03-31,Delay
845,24555,1198.25,2024-04-06,Payment Issue
846,6770,612.98,2024-03-10,Quality Issue
847,7354,695.93,2024-04-17,Payment Issue
848,12899,355.42,2024-03-05,Payment Issue
849,20769,1124.84,2024-02-03,Delay
850,23143,2290.48,2024-02-08,Payment Issue
851,19795,2325.08,2024-02-11,Payment Issue
852,5941,817.69,2024-02-01,Delay
853,23228,2158.63,2024-03-17,Payment Issue
854,19527,700.0,2024-06-14,Quality Issue
855,5103,1443.56,2024-02-22,Delay
856,8666,513.78,2024-07-02,Quality Issue
857,21440,2210.89,2024-02-24,Quality Issue
858,20269,334.59,2024-04-26,Quality Issue
859,7764,1163.87,2024-05-26,Delay
860,6092,2066.38,2024-03-29,Delay
861,4405,362.63,2024-01-07,Payment Issue
862,8242,638.78,2024-03-22,Delay
863,7883,746.49,2024-02-21,Quality Issue
864,15794,332.54,2024-06-23,Delay
865,1912,2465.53,2024-01-12,Delay
866,23988,2089.81,2024-05-03,Quality Issue
867,14616,1057.57,2024-05-16,Payment Issue
868,15784,2444.09,2024-05-17,Delay
869,17813,2366.19,2024-06-06,Quality Issue
870,15924,707.85,2024-05-21,Delay
871,13341,718.03,2024-04-22,Payment Issue
872,2360,1108.08,2024-01-21,Quality Issue
873,20702,1381.73,2024-06-03,Payment Issue
874,3503,1481.84,2024-02-06,Quality Issue
875,24004,1657.73,2024-02-21,Payment Issue
876,16228,2281.25,2024-01-21,Quality Issue
877,15239,1155.41,2024-03-01,Quality Issue
878,14193,750.43,2024-04-22,Payment Issue
879,10658,2002.65,2024-06-13,Quality Issue
880,15842,244.24,2024-05-31,Delay
881,18003,1115.57,2024-06-08,Delay
882,2498,688.5,2024-03-20,Payment Issue
883,14046,1724.42,2024-06-12,Delay
884,10846,855.3,2024-01-19,Delay
885,14757,1312.56,2024-03-18,Delay
886,7673,2161.88,2024-05-26,Payment Issue
887,16243,391.36,2024-02-14,Quality Issue
888,2477,2298.07,2024-01-05,Payment Issue
889,7931,2417.26,2024-02-19,Delay
890,2255,1883.08,2024-03-07,Delay
891,5750,843.13,2024-01-26,Quality Issue
892,997,2314.25,2024-06-06,Payment Issue
893,12326,1466.54,2024-04-02,Quality Issue
894,15221,2296.14,2024-05-16,Quality Issue
895,4705,2367.85,2024-05-04,Quality Issue
896,14101,663.72,2024-04-26,Payment Issue
897,19215,2129.61,2024-03-09,Quality Issue
898,15551,1160.54,2024-06-06,Quality Issue
899,16746,1458.4,2024-03-14,Payment Issue
900,8060,355.82,2024-01-14,Payment Issue
901,17403,1611.93,2024-03-06,Delay
902,15251,226.92,2024-03-21,Payment Issue
903,11759,1481.52,2024-01-28,Payment Issue
904,8887,494.31,2024-03-18,Payment Issue
905,23045,2235.14,2024-01-29,Quality Issue
906,7485,227.58,2024-05-06,Delay
907,22937,596.35,2024-01-12,Quality Issue
908,3442,1487.68,2024-04-02,Payment Issue
909,9648,267.5,2024-06-07,Delay
910,11342,625.02,2024-03-28,Payment Issue
911,4071,2324.78,2024-04-15,Quality Issue
912,6461,795.4,2024-07-01,Quality Issue
913,18736,1882.2,2024-05-16,Quality Issue
914,20241,660.71,2024-06-24,Delay
915,22427,525.52,2024-03-02,Quality Issue
916,10432,594.84,2024-02-13,Delay
917,4833,1028.58,2024-02-09,Payment Issue
918,2005,609.4,2024-01-14,Payment Issue
919,21383,1947.97,2024-03-22,Delay
920,8127,2254.86,2024-05-05,Payment Issue
921,23470,2038.0,2024-03-24,Delay
922,24656,2241.23,2024-01-06,Delay
923,18026,420.98,2024-01-12,Payment Issue
924,21151,1163.06,2024-05-31,Delay
925,21815,1444.89,2024-01-07,Delay
926,24253,314.4,2024-02-01,Delay
927,4286,1800.29,2024-04-10,Payment Issue
928,12833,1412.66,2024-06-30,Quality Issue
929,17326,1233.89,2024-04-30,Quality Issue
930,11680,2063.84,2024-02-17,Payment Issue
931,16718,472.84,2024-04-13,Payment Issue
932,7912,1652.36,2024-06-17,Delay
933,17067,643.3,2024-05-02,Delay
934,22090,206.73,2024-05-10,Quality Issue
935,2154,2145.45,2024-03-09,Payment Issue
936,4551,1220.26,2024-04-16,Payment Issue
937,19637,461.53,2024-03-20,Payment Issue
938,1114,2333.97,2024-06-12,Delay
939,11193,1834.9,2024-05-18,Quality Issue
940,2636,1852.07,2024-01-16,Payment Issue
941,13192,1237.56,2024-06-18,Payment Issue
942,15061,2027.58,2024-06-24,Quality Issue
943,11149,317.42,2024-01-27,Payment Issue
944,19691,611.77,2024-01-28,Payment Issue
945,551,246.36,2024-02-22,Payment Issue
946,2215,572.75,2024-03-19,Quality Issue
947,11225,774.04,2024-04-04,Delay
948,10688,1901.38,2024-01-09,Payment Issue
949,12600,1072.7,2024-04-11,Delay
950,8198,841.48,2024-06-08,Quality Issue
951,18299,2031.86,2024-06-24,Delay
952,521,1812.81,2024-05-10,Delay
953,2593,1545.88,2024-04-19,Quality Issue
954,16272,861.65,2024-06-05,Delay
955,24205,1861.81,2024-05-20,Payment Issue
956,3143,1938.28,2024-05-18,Delay
957,17919,867.08,2024-02-21,Delay
958,9072,1607.28,2024-03-31,Payment Issue
959,16945,258.46,2024-06-10,Delay
960,22991,781.7,2024-06-20,Payment Issue
961,20586,834.62,2024-06-01,Payment Issue
962,14865,1110.37,2024-03-14,Delay
963,23936,1967.58,2024-04-23,Payment Issue
964,14448,2202.92,2024-04-20,Payment Issue
965,17647,1651.84,2024-02-16,Payment Issue
966,17684,715.73,2024-03-25,Delay
967,20713,231.61,2024-03-19,Delay
968,7593,1477.24,2024-01-08,Payment Issue
969,20258,1031.94,2024-04-27,Quality Issue
970,5599,1942.68,2024-03-03,Delay
971,17178,1269.21,2024-02-12,Payment Issue
972,439,2380.03,2024-02-06,Delay
973,10131,1072.56,2024-03-21,Delay
974,20326,1970.71,2024-02-10,Payment Issue
975,15420,1783.51,2024-06-07,Payment Issue
976,17099,1972.35,2024-05-11,Payment Issue
977,13906,2398.43,2024-05-08,Delay
978,22402,200.39,2024-03-27,Payment Issue
979,14986,1810.54,2024-06-07,Payment Issue
980,20525,515.4,2024-01-30,Delay
981,10193,1076.92,2024-02-16,Quality Issue
982,6651,2375.73,2024-03-11,Payment Issue
983,11506,529.86,2024-02-25,Quality Issue
984,24893,2255.34,2024-03-13,Payment Issue
985,3636,1429.36,2024-03-16,Delay
986,12953,1503.79,2024-03-02,Quality Issue
987,18398,1404.07,2024-05-10,Payment Issue
988,8286,1320.54,2024-03-31,Quality Issue
989,8828,570.58,2024-04-09,Payment Issue
990,8228,2221.75,2024-01-15,Delay
991,23383,487.55,2024-06-02,Quality Issue
992,12536,1660.4,2024-05-22,Quality Issue
993,24445,1217.13,2024-03-29,Payment Issue
994,23284,1328.42,2024-03-18,Quality Issue
995,682,1157.42,2024-04-17,Delay
996,24320,242.15,2024-03-22,Quality Issue
997,16172,1923.67,2024-02-04,Quality Issue
998,2899,2328.93,2024-03-08,Delay
999,3397,1191.75,2024-03-31,Delay
1000,3001,2272.5,2024-05-03,Payment Issue
1001,13174,538.09,2024-03-06,Quality Issue
1002,19359,2032.26,2024-04-18,Quality Issue
1003,19814,1866.84,2024-02-02,Payment Issue
1004,19809,628.04,2024-04-05,Quality Issue
1005,2409,888.2,2024-04-20,Payment Issue
1006,8897,826.48,2024-03-27,Delay
1007,14662,491.56,2024-05-08,Delay
1008,21873,562.43,2024-06-02,Payment Issue
1009,3287,1460.53,2024-05-21,Delay
1010,20736,1401.19,2024-05-24,Quality Issue
1011,9007,2404.09,2024-06-19,Payment Issue
1012,15066,305.17,2024-06-01,Payment Issue
1013,23318,836.85,2024-01-26,Delay
1014,16004,411.2,2024-04-12,Quality Issue
1015,14605,1021.7,2024-03-15,Delay
1016,23429,1116.88,2024-05-27,Payment Issue
1017,11661,1924.45,2024-05-19,Delay
1018,23586,1074.67,2024-05-26,Payment Issue
1019,7526,1402.82,2024-04-09,Quality Issue
1020,24932,1171.63,2024-05-05,Delay
1021,6625,662.75,2024-01-17,Payment Issue
1022,4979,2297.47,2024-03-19,Quality Issue
1023,539,1690.31,2024-06-22,Delay
1024,22832,465.88,2024-02-20,Quality Issue
1025,2509,237.65,2024-06-06,Quality Issue
1026,7407,826.28,2024-04-13,Delay
1027,24845,1213.5,2024-04-02,Quality Issue
1028,6713,1698.5,2024-04-18,Payment Issue
1029,16883,1393.94,2024-01-18,Quality Issue
1030,11770,830.33,2024-01-28,Delay
1031,21862,2207.57,2024-02-26,Delay
1032,24412,1846.53,2024-06-23,Payment Issue
1033,2301,1946.73,2024-03-01,Quality Issue
1034,9683,1013.74,2024-06-26,Delay
1035,5072,1773.95,2024-03-25,Payment Issue
1036,24074,2301.74,2024-03-07,Payment Issue
1037,18082,281.54,2024-02-02,Delay
1038,23563,1534.06,2024-04-23,Payment Issue
1039,22483,1429.41,2024-01-13,Quality Issue
1040,11244,1411.08,2024-03-24,Quality Issue
1041,4706,399.07,2024-02-14,Payment Issue
1042,20349,1154.9,2024-05-07,Delay
1043,14223,1902.44,2024-06-25,Delay
1044,8493,1991.74,2024-02-06,Quality Issue
1045,9768,295.79,2024-01-22,Delay
1046,4337,1634.68,2024-05-17,Payment Issue
1047,17689,2395.04,2024-06-27,Payment Issue
1048,20342,2479.7,2024-02-22,Quality Issue
1049,8455,420.48,2024-02-15,Payment Issue
1050,7073,1114.93,2024-04-03,Quality Issue
1051,11093,1891.21,2024-04-07,Payment Issue
1052,2056,2113.04,2024-02-14,Payment Issue
1053,222,462.64,2024-04-30,Quality Issue
1054,17662,1569.0,2024-01-04,Delay
1055,4673,2290.06,2024-03-05,Quality Issue
1056,8300,881.28,2024-03-24,Quality Issue
1057,14064,597.46,2024-04-04,Payment Issue
1058,15941,791.96,2024-02-22,Delay
1059,11800,812.01,2024-02-14,Payment Issue
1060,1109,1713.6,2024-04-20,Delay
1061,20868,469.22,2024-05-22,Delay
1062,16477,1649.32,2024-05-07,Quality Issue
1063,18002,2232.9,2024-01-08,Delay
1064,23629,1911.89,2024-03-03,Quality Issue
1065,4344,2094.15,2024-06-18,Delay
1066,3383,2141.05,2024-06-10,Delay
1067,22974,2259.55,2024-01-03,Delay
1068,3733,912.55,2024-02-18,Payment Issue
1069,22978,2235.93,2024-04-03,Delay
1070,8280,1931.5,2024-02-06,Delay
1071,2363,1873.63,2024-02-26,Delay
1072,22931,1037.73,2024-03-28,Quality Issue
1073,13549,1764.26,2024-06-26,Payment Issue
1074,4844,1432.46,2024-01-08,Delay
1075,3201,350.48,2024-06-21,Quality Issue
1076,874,1540.85,2024-04-24,Delay
1077,14812,332.05,2024-01-06,Quality Issue
1078,18227,1131.11,2024-05-02,Delay
1079,16779,2340.48,2024-06-28,Payment Issue
1080,20364,1729.43,2024-04-18,Payment Issue
1081,1088,2051.26,2024-04-28,Delay
1082,4611,2298.7,2024-03-12,Payment Issue
1083,9422,785.96,2024-01-20,Delay
1084,22670,740.14,2024-06-28,Payment Issue
1085,16798,292.89,2024-04-28,Delay
1086,21115,2343.1,2024-02-07,Delay
1087,5071,2285.46,2024-04-06,Delay
1088,4654,969.91,2024-03-12,Quality Issue
1089,19424,850.2,2024-05-15,Payment Issue
1090,1669,2154.86,2024-05-29,Payment Issue
1091,9962,1236.61,2024-04-28,Delay
1092,13789,1306.01,2024-04-14,Quality Issue
1093,12423,1659.4,2024-03-06,Payment Issue
1094,5524,1416.0,2024-05-21,Quality Issue
1095,23098,2050.9,2024-01-07,Payment Issue
1096,6137,1557.86,2024-02-16,Payment Issue
1097,13934,2075.59,2024-06-26,Delay
1098,9200,2050.75,2024-05-10,Quality Issue
1099,13526,1102.44,2024-02-23,Payment Issue
1100,10030,2444.81,2024-05-14,Payment Issue
1101,3994,2001.15,2024-02-02,Payment Issue
1102,21823,2290.81,2024-05-21,Payment Issue
1103,20827,1310.9,2024-02-11,Quality Issue
1104,7704,709.06,2024-02-09,Delay
1105,10915,2468.49,2024-01-29,Payment Issue
1106,10501,2471.03,2024-03-23,Delay
1107,24051,733.57,2024-05-25,Payment Issue
1108,6843,2381.62,2024-03-18,Payment Issue
1109,3434,1542.5,2024-03-17,Delay
1110,10856,2316.57,2024-04-21,Delay
1111,15644,713.85,2024-03-20,Delay
1112,20895,1016.09,2024-01-10,Delay
1113,128,627.27,2024-04-08,Delay
1114,23910,1969.1,2024-02-04,Payment Issue
1115,1531,231.63,2024-06-25,Payment Issue
1116,11586,1667.63,2024-06-27,Delay
1117,19341,2207.93,2024-03-23,Delay
1118,10114,704.81,2024-04-13,Delay
1119,23553,1109.13,2024-05-06,Quality Issue
1120,24045,2441.56,2024-05-05,Quality Issue
1121,9162,1355.36,2024-04-04,Quality Issue
1122,17046,1075.78,2024-04-20,Quality Issue
1123,24015,266.32,2024-04-22,Delay
1124,23555,1770.97,2024-05-03,Delay
1125,12661,883.79,2024-02-14,Payment Issue
1126,23468,1199.78,2024-01-23,Quality Issue
1127,17402,904.61,2024-06-27,Payment Issue
1128,20447,2201.74,2024-01-19,Quality Issue
1129,965,760.49,2024-01-12,Payment Issue
1130,24489,1934.54,2024-04-02,Delay
1131,2343,1439.01,2024-05-27,Delay
1132,7213,2492.51,2024-02-22,Delay
1133,23759,2337.29,2024-02-24,Payment Issue
1134,10931,1546.73,2024-02-04,Payment Issue
1135,11122,1263.51,2024-03-28,Delay
1136,8716,582.19,2024-03-27,Quality Issue
1137,19324,438.66,2024-03-19,Payment Issue
1138,3793,2137.33,2024-01-20,Quality Issue
1139,18114,663.72,2024-01-16,Payment Issue
1140,11489,2249.52,2024-05-11,Delay
1141,21968,835.96,2024-05-14,Payment Issue
1142,504,2087.64,2024-03-04,Delay
1143,7294,2323.48,2024-02-04,Payment Issue
1144,22253,1210.93,2024-03-23,Quality Issue
1145,21708,1768.72,2024-01-25,Payment Issue
1146,18277,1176.57,2024-03-15,Payment Issue
1147,16329,361.81,2024-05-02,Payment Issue
1148,16797,860.65,2024-06-17,Quality Issue
1149,20783,1806.23,2024-05-06,Payment Issue
1150,1604,1735.1,2024-04-18,Payment Issue
1151,5653,695.78,2024-03-12,Quality Issue
1152,7582,1456.49,2024-01-05,Delay
1153,2715,1098.06,2024-02-26,Payment Issue
1154,18616,2212.47,2024-06-15,Delay
1155,22015,2163.08,2024-06-13,Quality Issue
1156,929,1248.96,2024-01-07,Payment Issue
1157,3269,242.54,2024-06-21,Payment Issue
1158,5573,996.63,2024-04-30,Quality Issue
1159,5722,1798.51,2024-02-25,Quality Issue
1160,1645,1147.8,2024-05-10,Delay
1161,23932,985.56,2024-02-09,Quality Issue
1162,23718,1775.94,2024-02-01,Payment Issue
1163,2112,526.83,2024-01-16,Quality Issue
1164,11920,1474.25,2024-02-16,Delay
1165,829,2014.25,2024-01-09,Delay
1166,3972,1785.18,2024-02-18,Quality Issue
1167,7748,955.25,2024-04-30,Quality Issue
1168,17941,2049.24,2024-02-17,Delay
1169,18814,1133.69,2024-06-28,Quality Issue
1170,3807,2460.64,2024-05-21,Delay
1171,2435,2020.27,2024-04-04,Quality Issue
1172,11969,2240.42,2024-05-06,Payment Issue
1173,17599,367.14,2024-03-27,Payment Issue
1174,15261,1259.95,2024-05-23,Payment Issue
1175,11833,942.86,2024-01-17,Payment Issue
1176,13208,1794.18,2024-03-09,Delay
1177,5837,1940.4,2024-02-04,Quality Issue
1178,23235,2393.39,2024-04-30,Delay
1179,3227,833.92,2024-03-08,Delay
1180,21579,779.65,2024-06-27,Payment Issue
1181,24782,1316.37,2024-04-13,Delay
1182,22500,754.19,2024-01-09,Payment Issue
1183,14792,1975.84,2024-04-05,Delay
1184,2905,1616.27,2024-02-29,Quality Issue
1185,10728,390.55,2024-05-26,Quality Issue
1186,17907,1772.03,2024-06-03,Payment Issue
1187,14586,285.7,2024-03-31,Delay
1188,10153,2102.59,2024-06-08,Quality Issue
1189,8511,2138.77,2024-01-23,Quality Issue
1190,11855,2426.29,2024-03-28,Delay
1191,18571,2367.62,2024-01-03,Payment Issue
1192,18416,633.39,2024-05-20,Delay
1193,15655,689.39,2024-03-30,Payment Issue
1194,1922,1499.26,2024-02-19,Payment Issue
1195,13095,993.42,2024-03-07,Payment Issue
1196,8978,734.4,2024-03-09,Quality Issue
1197,2362,2014.62,2024-05-13,Quality Issue
1198,22748,2244.88,2024-02-22,Delay
1199,7271,335.02,2024-01-11,Quality Issue
1200,24125,449.84,2024-04-27,Payment Issue
1201,6052,1399.66,2024-01-07,Quality Issue
1202,3800,426.85,2024-06-30,Delay
1203,8589,2486.04,2024-04-05,Delay
1204,16183,2145.33,2024-02-05,Quality Issue
1205,9296,749.35,2024-05-22,Delay
1206,3923,845.18,2024-06-16,Payment Issue
1207,6545,1057.83,2024-06-21,Delay
1208,13556,694.7,2024-04-10,Payment Issue
1209,19914,327.36,2024-04-23,Delay
1210,7396,2238.89,2024-04-13,Quality Issue
1211,1676,921.42,2024-05-17,Delay
1212,23798,271.62,2024-05-02,Quality Issue
1213,10313,1672.94,2024-06-08,Payment Issue
1214,13553,1750.91,2024-01-17,Delay
1215,12624,2117.45,2024-02-01,Quality Issue
1216,20572,989.54,2024-04-01,Quality Issue
1217,19708,1461.65,2024-06-14,Quality Issue
1218,4230,1262.26,2024-04-06,Delay
1219,8118,1056.3,2024-06-07,Quality Issue
1220,7278,2157.54,2024-03-05,Quality Issue
1221,15051,943.97,2024-03-31,Payment Issue
1222,14718,1975.36,2024-03-19,Payment Issue
1223,7568,2064.48,2024-01-13,Payment Issue
